,year,stateTerritory,ScientificName,CommonName,EPBCThreatStatus,occurrenceCount
59979,2010,SA,Suta spectabilis,Mallee Black-headed Snake,Present,4
59980,2010,SA,Tachyglossus aculeatus,Short-beaked Echidna,Present,101
59981,2010,SA,Tadorna tadornoides,Australian Shelduck,Present,661
59982,2010,SA,Tandanus tandanus,Freshwater Catfish,Present,7
59983,2010,SA,Thalassarche cauta,Shy Albatross,Endangered,7
59984,2010,SA,Thalassarche chrysostoma,Grey-headed Albatross,Endangered,1
59985,2010,SA,Thalasseus bergii,Greater Crested Tern,Present,641
59986,2010,SA,Thinornis cucullatus,Hooded Plover,Present,48
59987,2010,SA,Tiliqua adelaidensis,Pygmy Blue-tongue Lizard,Endangered,17
59988,2010,SA,Tiliqua occipitalis,Western Blue-Tongued Lizard,Present,31
59989,2010,SA,Tringa brevipes,Grey-tailed Tattler,Present,3
59990,2010,SA,Tringa glareola,Wood Sandpiper,Present,30
59991,2010,SA,Tringa nebularia,Common Greenshank,Endangered,409
59992,2010,SA,Tringa stagnatilis,Marsh Sandpiper,Present,57
59993,2010,SA,Tursiops aduncus,Indian Ocean Bottlenose Dolphin,Present,7
59994,2010,SA,Tympanocryptis lineata,Canberra Grassland Earless Dragon,Critically Endangered,12
59995,2010,SA,Tyto longimembris,Eastern Grass Owl,Present,1
59996,2010,SA,Varanus rosenbergi,Rosenberg's Goanna,Present,17
59997,2010,SA,Vespadelus baverstocki,Inland Forest Bat,Present,20
59998,2010,SA,Vombatus ursinus,Bare-nosed Wombat,Present,4
59999,2010,SA,Vulpes vulpes,Red Fox,Present,100
60000,2010,SA,Wallabia bicolor,Swamp Wallaby,Present,13
60001,2010,SA,Xenus cinereus,Terek Sandpiper,Vulnerable,3
60002,2010,SA,Zanda funerea,Yellow-tailed Black-Cockatoo,Present,123
60003,2010,TAS,Accipiter novaehollandiae,Grey Goshawk,Present,50
60004,2010,TAS,Arctocephalus pusillus,Australian Fur-seal,Present,1
60005,2010,TAS,Ardea alba,Great Egret,Present,16
60006,2010,TAS,Ardea intermedia,Intermediate Egret,Present,1
60007,2010,TAS,Ardenna tenuirostris,Short-tailed Shearwater,Present,40
60008,2010,TAS,Arenaria interpres,Ruddy Turnstone,Vulnerable,10
60009,2010,TAS,Aythya australis,Hardhead,Present,26
60010,2010,TAS,Botaurus poiciloptilus,Australasian Bittern,Endangered,2
60011,2010,TAS,Bubulcus ibis,Cattle Egret,Present,32
60012,2010,TAS,Calamanthus fuliginosus,Striated Fieldwren,Present,43
60013,2010,TAS,Calidris acuminata,Sharp-tailed Sandpiper,Vulnerable,8
60014,2010,TAS,Calidris alba,Sanderling,Present,5
60015,2010,TAS,Calidris canutus,Red Knot,Vulnerable,4
60016,2010,TAS,Calidris ferruginea,Curlew Sandpiper,Critically Endangered,6
60017,2010,TAS,Calidris ruficollis,Red-necked Stint,Present,17
60018,2010,TAS,Carinascincus greeni,Alpine Cool-skink,Endangered,2
60019,2010,TAS,Castiarina insculpta,Miena Jewel Beetle,Present,1
60020,2010,TAS,Ceyx azureus,Azure Kingfisher,Present,7
60021,2010,TAS,Charadrius bicinctus,Double-banded Plover,Present,21
60022,2010,TAS,Chroicocephalus novaehollandiae,Silver Gull,Present,426
60023,2010,TAS,Dasyurus viverrinus,Eastern Quoll,Endangered,1
60024,2010,TAS,Egretta garzetta,Little Egret,Present,7
60025,2010,TAS,Engaeus orramakunna,Mount Arthur Burrowing Crayfish,Vulnerable,1
60026,2010,TAS,Epthianura albifrons,White-fronted Chat,Present,103
60027,2010,TAS,Eudyptula minor,Little Penguin,Present,41
60028,2010,TAS,Falco peregrinus,Peregrine Falcon,Present,36
60029,2010,TAS,Falco subniger,Black Falcon,Present,1
60030,2010,TAS,Gallinago hardwickii,Latham's Snipe,Vulnerable,17
60031,2010,TAS,Gazameda gunnii,Gunn's Screw Shell,Present,2
60032,2010,TAS,Haematopus fuliginosus,Sooty Oystercatcher,Present,139
60033,2010,TAS,Haematopus longirostris,Pied Oystercatcher,Present,241
60034,2010,TAS,Haliaeetus leucogaster,White-bellied Sea-Eagle,Present,190
60035,2010,TAS,Hippocampus abdominalis,Big-belly Seahorse,Present,3
60036,2010,TAS,Hirundapus caudacutus,White-throated Needletail,Vulnerable,4
60037,2010,TAS,Hydroprogne caspia,Caspian Tern,Present,47
60038,2010,TAS,Isoodon obesulus,Southern Brown Bandicoot,Present,5
60039,2010,TAS,Larus dominicanus,Kelp Gull,Present,191
60040,2010,TAS,Larus pacificus,Pacific Gull,Present,302
60041,2010,TAS,Lathamus discolor,Swift Parrot,Critically Endangered,10
60042,2010,TAS,Lewinia pectoralis,Lewin's Rail,Present,11
60043,2010,TAS,Limosa lapponica,Bar-tailed Godwit,Present,8
60044,2010,TAS,Lissotes latidens,Broad-toothed Stag Beetle,Endangered,4
60045,2010,TAS,Macronectes halli,Northern Giant Petrel,Vulnerable,4
60046,2010,TAS,Macropus giganteus,Eastern Grey Kangaroo,Present,2
60047,2010,TAS,Megaptera novaeangliae,Humpback Whale,Present,1
60048,2010,TAS,Morus serrator,Australasian Gannet,Present,99
60049,2010,TAS,Myiagra cyanoleuca,Satin Flycatcher,Present,86
60050,2010,TAS,Neophema chrysostoma,Blue-winged Parrot,Vulnerable,33
60051,2010,TAS,Numenius madagascariensis,Eastern Curlew,Critically Endangered,9
60052,2010,TAS,Numenius phaeopus,Whimbrel,Present,3
60053,2010,TAS,Oreixenica ptunarra,Ptunarra Brown,Endangered,14
60054,2010,TAS,Ornithorhynchus anatinus,Platypus,Present,14
60055,2010,TAS,Oryctolagus cuniculus,Rabbit,Present,7
60056,2010,TAS,Oxyura australis,Blue-billed Duck,Present,3
60057,2010,TAS,Pachycephala olivacea,Olive Whistler,Present,84
60058,2010,TAS,Pachyptila turtur,Fairy Prion,Present,1
60059,2010,TAS,Pardalotus quadragintus,Forty-spotted Pardalote,Endangered,31
60060,2010,TAS,Pelecanoides urinatrix,Common Diving-Petrel,Present,1
60061,2010,TAS,Perameles gunnii,Eastern Barred Bandicoot,Present,1
60062,2010,TAS,Petroica boodang,Scarlet Robin,Present,321
60063,2010,TAS,Petroica multicolor,Norfolk Island Robin,Vulnerable,1
60064,2010,TAS,Petroica phoenicea,Flame Robin,Present,141
60065,2010,TAS,Petroica rodinogaster,Pink Robin,Present,78
60066,2010,TAS,Pezoporus wallicus,Eastern Ground Parrot,Present,9
60067,2010,TAS,Phalacrocorax fuscescens,Black-faced Cormorant,Present,149
60068,2010,TAS,Pluvialis fulva,Pacific Golden Plover,Present,6
60069,2010,TAS,Podiceps cristatus,Great Crested Grebe,Present,5
60070,2010,TAS,Potorous tridactylus,Long-nosed Potoroo,Present,68
60071,2010,TAS,Puffinus gavia,Fluttering Shearwater,Present,1
60072,2010,TAS,Sarcophilus harrisii,Tasmanian Devil,Endangered,2
60073,2010,TAS,Stercorarius parasiticus,Arctic Jaeger,Present,1
60074,2010,TAS,Sternula albifrons,Little Tern,Vulnerable,2
60075,2010,TAS,Sternula nereis,Fairy Tern,Present,11
60076,2010,TAS,Stipiturus malachurus,Southern Emu-wren,Present,12
60077,2010,TAS,Tachyglossus aculeatus,Short-beaked Echidna,Present,23
60078,2010,TAS,Tadorna tadornoides,Australian Shelduck,Present,159
60079,2010,TAS,Thalassarche bulleri,Buller's Albatross,Vulnerable,1
60080,2010,TAS,Thalassarche cauta,Shy Albatross,Endangered,39
60081,2010,TAS,Thalassarche melanophris,Black-browed Albatross,Vulnerable,3
60082,2010,TAS,Thalasseus bergii,Greater Crested Tern,Present,139
60083,2010,TAS,Thinornis cucullatus,Hooded Plover,Present,23
60084,2010,TAS,Thylogale billardierii,Tasmanian Pademelon,Present,2
60085,2010,TAS,Thymichthys politus,Red Handfish,Critically Endangered,1
60086,2010,TAS,Tringa nebularia,Common Greenshank,Endangered,9
60087,2010,TAS,Tyto novaehollandiae,Masked Owl,Present,3
60088,2010,TAS,Vombatus ursinus,Bare-nosed Wombat,Present,2
60089,2010,TAS,Zanda funerea,Yellow-tailed Black-Cockatoo,Present,317
60090,2010,Unknown1,Aptenodytes patagonicus,King Penguin,Present,1
60091,2010,Unknown1,Diomedea epomophora,Southern Royal Albatross,Vulnerable,1
60092,2010,Unknown1,Eudyptes chrysocome,Rockhopper Penguin,Present,1
60093,2010,Unknown1,Larus dominicanus,Kelp Gull,Present,1
60094,2010,Unknown1,Macronectes giganteus,Southern Giant-Petrel,Endangered,1
60095,2010,Unknown1,Macronectes halli,Northern Giant Petrel,Vulnerable,1
60096,2010,Unknown1,Pachyptila desolata,Antarctic Prion,Present,1
60097,2010,Unknown1,Pygoscelis papua,Gentoo Penguin,Present,1
60098,2010,Unknown1,Stercorarius antarcticus,Brown Skua,Present,1
60099,2010,Unknown1,Thalassarche cauta,Shy Albatross,Endangered,1
60100,2010,Unknown1,Thalassarche melanophris,Black-browed Albatross,Vulnerable,1
60101,2010,VIC,Acanthiza iredalei,Slender-billed Thornbill,Present,11
60102,2010,VIC,Accipiter novaehollandiae,Grey Goshawk,Present,75
60103,2010,VIC,Acrobates pygmaeus,Feathertail Glider,Present,2
60104,2010,VIC,Actitis hypoleucos,Common Sandpiper,Present,34
60105,2010,VIC,Agrotis infusa,Bogong Moth,Present,8
60106,2010,VIC,Amytornis striatus,Striated Grasswren,Present,72
60107,2010,VIC,Anepischetosia maccoyi,Highlands Forest-skink,Present,1
60108,2010,VIC,Anseranas semipalmata,Magpie Goose,Present,116
60109,2010,VIC,Antechinus agilis,Agile Antechinus,Present,175
60110,2010,VIC,Antechinus flavipes,Yellow-footed Antechinus,Present,31
60111,2010,VIC,Antechinus minimus,Swamp Antechinus,Present,2
60112,2010,VIC,Anthochaera phrygia,Regent Honeyeater,Critically Endangered,379
60113,2010,VIC,Antigone rubicunda,Brolga,Present,1755
60114,2010,VIC,Aphelocephala leucopsis,Southern Whiteface,Vulnerable,251
60115,2010,VIC,Aprasia striolata,a legless lizard,Present,1
60116,2010,VIC,Apus pacificus,Fork-tailed Swift,Present,20
60117,2010,VIC,Arctocephalus pusillus,Australian Fur-seal,Present,4
60118,2010,VIC,Ardea alba,Great Egret,Present,485
60119,2010,VIC,Ardea intermedia,Intermediate Egret,Present,52
60120,2010,VIC,Ardenna carneipes,Flesh-footed Shearwater,Present,1
60121,2010,VIC,Ardenna grisea,Sooty Shearwater,Vulnerable,1
60122,2010,VIC,Ardenna tenuirostris,Short-tailed Shearwater,Present,201
60123,2010,VIC,Ardeotis australis,Australian Bustard,Present,1
60124,2010,VIC,Arenaria interpres,Ruddy Turnstone,Vulnerable,51
60125,2010,VIC,Austropetalia tonyana,Alpine Redspot,Present,2
60126,2010,VIC,Aythya australis,Hardhead,Present,652
60127,2010,VIC,Bidyanus bidyanus,Silver Perch,Endangered,26
60128,2010,VIC,Botaurus poiciloptilus,Australasian Bittern,Endangered,50
60129,2010,VIC,Bubulcus ibis,Cattle Egret,Present,178
60130,2010,VIC,Burhinus grallarius,Bush Stone-curlew,Present,14
60131,2010,VIC,Calamanthus campestris,Rufous Fieldwren,Present,12
60132,2010,VIC,Calamanthus fuliginosus,Striated Fieldwren,Present,316
60133,2010,VIC,Calidris acuminata,Sharp-tailed Sandpiper,Vulnerable,251
60134,2010,VIC,Calidris alba,Sanderling,Present,11
60135,2010,VIC,Calidris canutus,Red Knot,Vulnerable,42
60136,2010,VIC,Calidris falcinellus,Broad-billed Sandpiper,Present,2
60137,2010,VIC,Calidris ferruginea,Curlew Sandpiper,Critically Endangered,203
60138,2010,VIC,Calidris ruficollis,Red-necked Stint,Present,459
60139,2010,VIC,Calidris tenuirostris,Great Knot,Vulnerable,14
60140,2010,VIC,Callocephalon fimbriatum,Gang-gang Cockatoo,Endangered,274
60141,2010,VIC,Calyptorhynchus banksii,Red-tailed Black-Cockatoo,Present,209
60142,2010,VIC,Calyptorhynchus lathami,Glossy Black-Cockatoo,Present,10
60143,2010,VIC,Canis familiaris,Domestic Dog,Present,50
60144,2010,VIC,Caretta caretta,Loggerhead Turtle,Endangered,5
60145,2010,VIC,Catadromus lacordairei,a ground beetle,Present,1
60146,2010,VIC,Cercartetus concinnus,Western Pygmy-possum,Present,1
60147,2010,VIC,Cercartetus nanus,Eastern Pygmy-possum,Present,26
60148,2010,VIC,Certhionyx variegatus,Pied Honeyeater,Present,3
60149,2010,VIC,Ceyx azureus,Azure Kingfisher,Present,104
60150,2010,VIC,Charadrius bicinctus,Double-banded Plover,Present,157
60151,2010,VIC,Charadrius leschenaultii,Greater Sand Plover,Vulnerable,5
60152,2010,VIC,Charadrius mongolus,Lesser Sand Plover,Endangered,6
60153,2010,VIC,Chelodina expansa,Broad-Shelled River Turtle,Present,1
60154,2010,VIC,Chelodina longicollis,Eastern Long-necked Turtle,Present,31
60155,2010,VIC,Chlidonias hybrida,Whiskered Tern,Present,244
60156,2010,VIC,Chlidonias leucopterus,White-winged Tern,Present,83
60157,2010,VIC,Chroicocephalus novaehollandiae,Silver Gull,Present,3870
60158,2010,VIC,Cinclosoma castanotum,Chestnut Quail-thrush,Present,152
60159,2010,VIC,Circus assimilis,Spotted Harrier,Present,35
60160,2010,VIC,Cladorhynchus leucocephalus,Banded Stilt,Present,12
60161,2010,VIC,Climacteris affinis,White-browed Treecreeper,Present,12
60162,2010,VIC,Climacteris picumnus,Brown Treecreeper,Present,1329
60163,2010,VIC,Craterocephalus fluviatilis,Murray Hardyhead,Endangered,4
60164,2010,VIC,Crinia sloanei,Sloane's Froglet,Endangered,19
60165,2010,VIC,Cyclodomorphus praealtus,Alpine She-oak Skink,Endangered,4
60166,2010,VIC,Daphoenositta chrysoptera,Varied Sittella,Present,567
60167,2010,VIC,Dasyornis brachypterus,Eastern Bristlebird,Endangered,16
60168,2010,VIC,Dasyornis broadbenti,Rufous Bristlebird,Present,96
60169,2010,VIC,Dasyurus maculatus,Spotted-tailed Quoll,Present,5
60170,2010,VIC,Delma australis,a legless lizard,Present,2
60171,2010,VIC,Delma impar,Striped Legless Lizard,Vulnerable,102
60172,2010,VIC,Delphinus delphis,Common Dolphin,Present,1
60173,2010,VIC,Diomedea exulans,Wandering Albatross,Vulnerable,3
60174,2010,VIC,Drymodes brunneopygia,Southern Scrub-robin,Present,129
60175,2010,VIC,Egernia cunninghami,Cunningham's Skink,Present,4
60176,2010,VIC,Egretta garzetta,Little Egret,Present,290
60177,2010,VIC,Emydura macquarii,Murray Turtle,Present,5
60178,2010,VIC,Engaeus sternalis,Warragul Burrowing Crayfish,Present,1
60179,2010,VIC,Epthianura albifrons,White-fronted Chat,Present,1048
60180,2010,VIC,Euastacus armatus,Murray Crayfish,Vulnerable,36
60181,2010,VIC,Euastacus bispinosus,Glenelg Spiny Freshwater Crayfish,Endangered,23
60182,2010,VIC,Euastacus diversus,Orbost Spiny Crayfish,Endangered,4
60183,2010,VIC,Eubalaena australis,Southern Right Whale,Endangered,2
60184,2010,VIC,Eudyptula minor,Little Penguin,Present,215
60185,2010,VIC,Eulamprus heatwolei,Yellow-bellied /water-skink,Present,416
60186,2010,VIC,Eulamprus kosciuskoi,Alpine Water Skink,Vulnerable,4
60187,2010,VIC,Falco peregrinus,Peregrine Falcon,Present,338
60188,2010,VIC,Falco subniger,Black Falcon,Present,90
60189,2010,VIC,Falsistrellus tasmaniensis,Eastern Falsistrelle,Present,4
60190,2010,VIC,Fulmarus glacialoides,Southern Fulmar,Present,1
60191,2010,VIC,Galaxias fuscus,Barred Galaxias,Endangered,2
60192,2010,VIC,Galaxiella pusilla,Eastern Dwarf Galaxias,Endangered,100
60193,2010,VIC,Galaxiella toourtkoourt,Little Galaxias,Present,42
60194,2010,VIC,Gallinago hardwickii,Latham's Snipe,Vulnerable,280
60195,2010,VIC,Gelochelidon nilotica,Gull-billed Tern,Present,4
60196,2010,VIC,Geopelia cuneata,Diamond Dove,Present,6
60197,2010,VIC,Grantiella picta,Painted Honeyeater,Vulnerable,34
60198,2010,VIC,Gymnobelideus leadbeateri,Leadbeater's Possum,Critically Endangered,27
60199,2010,VIC,Haematopus fuliginosus,Sooty Oystercatcher,Present,134
60200,2010,VIC,Haematopus longirostris,Pied Oystercatcher,Present,509
60201,2010,VIC,Haliaeetus leucogaster,White-bellied Sea-Eagle,Present,166
60202,2010,VIC,Hemiphlebia mirabilis,Ancient Greenling,Present,8
60203,2010,VIC,Hieraaetus morphnoides,Little Eagle,Present,332
60204,2010,VIC,Hippocampus abdominalis,Big-belly Seahorse,Present,2
60205,2010,VIC,Hirundapus caudacutus,White-throated Needletail,Vulnerable,115
60206,2010,VIC,Hydroprogne caspia,Caspian Tern,Present,202
60207,2010,VIC,Hydrurga leptonyx,Leopard Seal,Present,2
60208,2010,VIC,Hylacola cauta,Shy Heathwren,Present,149
60209,2010,VIC,Hylacola pyrrhopygia,Chestnut-rumped Heathwren,Present,26
60210,2010,VIC,Isoodon obesulus,Southern Brown Bandicoot,Present,240
60211,2010,VIC,Ixobrychus flavicollis,Black Bittern,Present,1
60212,2010,VIC,Jalmenus icilius,Amethyst Hairstreak,Present,12
60213,2010,VIC,Lalage tricolor,White-winged Triller,Present,127
60214,2010,VIC,Larus dominicanus,Kelp Gull,Present,55
60215,2010,VIC,Larus pacificus,Pacific Gull,Present,827
60216,2010,VIC,Lathamus discolor,Swift Parrot,Critically Endangered,229
60217,2010,VIC,Leipoa ocellata,Malleefowl,Vulnerable,24
60218,2010,VIC,Lewinia pectoralis,Lewin's Rail,Present,39
60219,2010,VIC,Lichenostomus cratitius,Purple-gaped Honeyeater,Present,14
60220,2010,VIC,Limnodynastes peronii,Brown-striped Frog,Present,116
60221,2010,VIC,Limosa lapponica,Bar-tailed Godwit,Present,125
60222,2010,VIC,Limosa limosa,Black-tailed Godwit,Endangered,63
60223,2010,VIC,Lissolepis coventryi,Swamp Skink,Endangered,1
60224,2010,VIC,Litoria aurea,Green and Golden Bell Frog,Vulnerable,2
60225,2010,VIC,Litoria raniformis,Southern Bell Frog,Vulnerable,178
60226,2010,VIC,Lophochroa leadbeateri,Major Mitchell's Cockatoo,Present,36
60227,2010,VIC,Lophoictinia isura,Square-tailed Kite,Present,28
60228,2010,VIC,Maccullochella macquariensis,Trout Cod,Endangered,39
60229,2010,VIC,Maccullochella peelii,Murray Cod,Vulnerable,154
60230,2010,VIC,Macquaria australasica,Macquarie Perch,Endangered,25
60231,2010,VIC,Macronectes giganteus,Southern Giant-Petrel,Endangered,2
60232,2010,VIC,Macronectes halli,Northern Giant Petrel,Vulnerable,3
60233,2010,VIC,Macropus fuliginosus,Western Grey Kangaroo,Present,5
60234,2010,VIC,Macropus giganteus,Eastern Grey Kangaroo,Present,299
60235,2010,VIC,Manorina melanotis,Black-eared Miner,Endangered,7
60236,2010,VIC,Megascolides australis,Giant Gippsland Earthworm,Vulnerable,171
60237,2010,VIC,Melanodryas cucullata,Hooded Robin,Present,234
60238,2010,VIC,Melanotaenia fluviatilis,Murray River Rainbowfish,Present,11
60239,2010,VIC,Merops ornatus,Rainbow Bee-eater,Present,256
60240,2010,VIC,Mesoplodon grayi,Gray's Beaked Whale,Present,3
60241,2010,VIC,Monarcha melanopsis,Black-faced Monarch,Present,58
60242,2010,VIC,Morelia spilota,Diamond Python,Present,1
60243,2010,VIC,Morus serrator,Australasian Gannet,Present,224
60244,2010,VIC,Myiagra cyanoleuca,Satin Flycatcher,Present,154
60245,2010,VIC,Nannoperca australis,Southern Pygmy Perch,Present,401
60246,2010,VIC,Nannoperca obscura,Yarra Pygmy Perch,Endangered,142
60247,2010,VIC,Nannoperca variegata,Variegated Pygmy Perch,Vulnerable,21
60248,2010,VIC,Neobatrachus pictus,Painted Frog,Present,3
60249,2010,VIC,Neophema chrysostoma,Blue-winged Parrot,Vulnerable,278
60250,2010,VIC,Neophema pulchella,Turquoise Parrot,Present,61
60251,2010,VIC,Ninox connivens,Barking Owl,Present,44
60252,2010,VIC,Ninox strenua,Powerful Owl,Present,104
60253,2010,VIC,Numenius madagascariensis,Eastern Curlew,Critically Endangered,39
60254,2010,VIC,Numenius minutus,Little Curlew,Present,37
60255,2010,VIC,Numenius phaeopus,Whimbrel,Present,9
60256,2010,VIC,Nyctophilus corbeni,Corben's Long-eared Bat,Vulnerable,2
60257,2010,VIC,Nyctophilus gouldi,Gould's Long-eared Bat,Present,1
60258,2010,VIC,Onychoprion fuscatus,Sooty Tern,Present,1
60259,2010,VIC,Oreoica gutturalis,Crested Bellbird,Present,266
60260,2010,VIC,Ornithorhynchus anatinus,Platypus,Present,73
60261,2010,VIC,Oryctolagus cuniculus,Rabbit,Present,257
60262,2010,VIC,Osphranter rufus,Red Kangaroo,Present,2
60263,2010,VIC,Oxyura australis,Blue-billed Duck,Present,420
60264,2010,VIC,Pachycephala inornata,Gilbert's Whistler,Present,126
60265,2010,VIC,Pachycephala olivacea,Olive Whistler,Present,74
60266,2010,VIC,Pachycephala rufogularis,Red-lored Whistler,Vulnerable,51
60267,2010,VIC,Pachyptila turtur,Fairy Prion,Present,4
60268,2010,VIC,Pandion haliaetus,Osprey,Present,2
60269,2010,VIC,Parvipsitta porphyrocephala,Purple-crowned Lorikeet,Present,790
60270,2010,VIC,Parvipsitta pusilla,Little Lorikeet,Present,732
60271,2010,VIC,Pedionomus torquatus,Plains-wanderer,Critically Endangered,1
60272,2010,VIC,Pelagodroma marina,White-faced Storm-Petrel,Present,4
60273,2010,VIC,Pelecanoides urinatrix,Common Diving-Petrel,Present,2
60274,2010,VIC,Perameles nasuta,Southern Long-nosed Bandicoot,Present,74
60275,2010,VIC,Petauroides volans,Greater Glider (southern and central),Endangered,40
60276,2010,VIC,Petaurus australis,Yellow-bellied Glider,Present,45
60277,2010,VIC,Petaurus norfolcensis,Squirrel Glider,Present,9
60278,2010,VIC,Petroica boodang,Scarlet Robin,Present,767
60279,2010,VIC,Petroica phoenicea,Flame Robin,Present,692
60280,2010,VIC,Petroica rodinogaster,Pink Robin,Present,52
60281,2010,VIC,Pezoporus wallicus,Eastern Ground Parrot,Present,10
60282,2010,VIC,Phalacrocorax fuscescens,Black-faced Cormorant,Present,57
60283,2010,VIC,Phascogale tapoatafa,Brush-tailed Phascogale,Present,33
60284,2010,VIC,Phascolarctos cinereus,Koala,Present,53
60285,2010,VIC,Phyllopteryx taeniolatus,Common Seadragon,Present,1
60286,2010,VIC,Planigale gilesi,Paucident Planigale,Present,2
60287,2010,VIC,Pluvialis fulva,Pacific Golden Plover,Present,37
60288,2010,VIC,Pluvialis squatarola,Grey Plover,Vulnerable,18
60289,2010,VIC,Podiceps cristatus,Great Crested Grebe,Present,204
60290,2010,VIC,Polytelis alexandrae,Princess Parrot,Vulnerable,2
60291,2010,VIC,Polytelis swainsonii,Superb Parrot,Vulnerable,5
60292,2010,VIC,Pomatostomus temporalis,Grey-crowned Babbler,Present,85
60293,2010,VIC,Potorous longipes,Long-footed Potoroo,Endangered,14
60294,2010,VIC,Potorous tridactylus,Long-nosed Potoroo,Present,261
60295,2010,VIC,Procellaria aequinoctialis,White-chinned Petrel,Present,8
60296,2010,VIC,Prototroctes maraena,Australian Grayling,Vulnerable,27
60297,2010,VIC,Pseudemoia cryodroma,Alpine Bog Skink,Endangered,4
60298,2010,VIC,Pseudemoia pagenstecheri,Tussock Skink,Present,22
60299,2010,VIC,Pseudomys apodemoides,Silky Mouse,Present,1
60300,2010,VIC,Pseudomys fumeus,Smoky Mouse,Endangered,28
60301,2010,VIC,Pseudomys shortridgei,Heath Mouse,Endangered,23
60302,2010,VIC,Pseudophryne bibronii,Brown Toadlet,Present,33
60303,2010,VIC,Pseudophryne dendyi,Dendy's Toadlet,Present,8
60304,2010,VIC,Pseudophryne semimarmorata,Southern Toadlet,Present,10
60305,2010,VIC,Pterodroma lessonii,White-headed Petrel,Present,2
60306,2010,VIC,Pteropus poliocephalus,Grey-headed Flying-fox,Vulnerable,44
60307,2010,VIC,Ptilinopus regina,Rose-crowned Fruit-Dove,Present,1
60308,2010,VIC,Puffinus gavia,Fluttering Shearwater,Present,24
60309,2010,VIC,Puffinus huttoni,Hutton's Shearwater,Present,7
60310,2010,VIC,Pycnoptilus floccosus,Pilotbird,Vulnerable,62
60311,2010,VIC,Pyrrholaemus brunneus,Redthroat,Present,6
60312,2010,VIC,Rhipidura fuliginosa,New Zealand Fantail,Present,63
60313,2010,VIC,Rhipidura rufifrons,Rufous Fantail,Present,202
60314,2010,VIC,Rostratula australis,Australian Painted Snipe,Endangered,1
60315,2010,VIC,Rowedota shepherdi,a sea cucumber,Present,1
60316,2010,VIC,Saccolaimus flaviventris,Yellow-bellied Sheathtail-bat,Present,17
60317,2010,VIC,Sminthopsis leucopus,White-footed Dunnart,Present,9
60318,2010,VIC,Stagonopleura guttata,Diamond Firetail,Vulnerable,247
60319,2010,VIC,Stercorarius antarcticus,Brown Skua,Present,3
60320,2010,VIC,Stercorarius parasiticus,Arctic Jaeger,Present,19
60321,2010,VIC,Stercorarius pomarinus,Pomarine Jaeger,Present,4
60322,2010,VIC,Sterna hirundo,Common Tern,Present,126
60323,2010,VIC,Sterna paradisaea,Arctic Tern,Present,46
60324,2010,VIC,Sterna striata,White-fronted Tern,Present,26
60325,2010,VIC,Sternula albifrons,Little Tern,Vulnerable,63
60326,2010,VIC,Sternula nereis,Fairy Tern,Present,81
60327,2010,VIC,Stictonetta naevosa,Freckled Duck,Present,15
60328,2010,VIC,Stigmatopora nigra,Widebody Pipefish,Present,3
60329,2010,VIC,Stipiturus malachurus,Southern Emu-wren,Present,98
60330,2010,VIC,Stipiturus mallee,Mallee Emu-wren,Endangered,53
60331,2010,VIC,Struthidea cinerea,Apostlebird,Present,34
60332,2010,VIC,Sula leucogaster,Brown Booby,Present,1
60333,2010,VIC,Sus scrofa,Pig,Present,1
60334,2010,VIC,Suta flagellum,Little Whip Snake,Present,140
60335,2010,VIC,Synemon plana,Golden Sun Moth,Vulnerable,695
60336,2010,VIC,Synoicus chinensis,King Quail,Present,1
60337,2010,VIC,Tachyglossus aculeatus,Short-beaked Echidna,Present,164
60338,2010,VIC,Tadorna tadornoides,Australian Shelduck,Present,1666
60339,2010,VIC,Taskiria otwayensis,caddisfly,Present,1
60340,2010,VIC,Temognatha sanguinipennis,jewel beetle,Present,1
60341,2010,VIC,Thalassarche bulleri,Buller's Albatross,Vulnerable,1
60342,2010,VIC,Thalassarche cauta,Shy Albatross,Endangered,54
60343,2010,VIC,Thalassarche melanophris,Black-browed Albatross,Vulnerable,38
60344,2010,VIC,Thalasseus bergii,Greater Crested Tern,Present,646
60345,2010,VIC,Thinornis cucullatus,Hooded Plover,Present,113
60346,2010,VIC,Tiliqua occipitalis,Western Blue-Tongued Lizard,Present,2
60347,2010,VIC,Tringa brevipes,Grey-tailed Tattler,Present,15
60348,2010,VIC,Tringa glareola,Wood Sandpiper,Present,48
60349,2010,VIC,Tringa nebularia,Common Greenshank,Endangered,278
60350,2010,VIC,Tringa stagnatilis,Marsh Sandpiper,Present,72
60351,2010,VIC,Turnix pyrrhothorax,Red-chested Button-quail,Present,21
60352,2010,VIC,Tyto novaehollandiae,Masked Owl,Present,4
60353,2010,VIC,Tyto tenebricosa,Sooty Owl,Present,22
60354,2010,VIC,Uperoleia martini,Martin's Toadlet,Endangered,5
60355,2010,VIC,Uperoleia rugosa,Wrinkled Toadlet,Present,1
60356,2010,VIC,Vespadelus baverstocki,Inland Forest Bat,Present,14
60357,2010,VIC,Victaphanta compacta,Otway Black Snail,Present,1
60358,2010,VIC,Vombatus ursinus,Bare-nosed Wombat,Present,351
60359,2010,VIC,Vulpes vulpes,Red Fox,Present,222
60360,2010,VIC,Wallabia bicolor,Swamp Wallaby,Present,597
60361,2010,VIC,Xenus cinereus,Terek Sandpiper,Vulnerable,5
