taxon_id,common_name,scientific_name,image_url,month,total_count
323616,Red Arrow,Rhodothemis lieftincki,https://inaturalist-open-data.s3.amazonaws.com/photos/24914789/medium.jpeg,1,391
323616,Red Arrow,Rhodothemis lieftincki,https://inaturalist-open-data.s3.amazonaws.com/photos/24914789/medium.jpeg,2,318
323616,Red Arrow,Rhodothemis lieftincki,https://inaturalist-open-data.s3.amazonaws.com/photos/24914789/medium.jpeg,3,267
323617,Common Glider,Tramea loewii,https://inaturalist-open-data.s3.amazonaws.com/photos/413707/medium.jpg,2,245
323617,Common Glider,Tramea loewii,https://inaturalist-open-data.s3.amazonaws.com/photos/413707/medium.jpg,3,255
323617,Common Glider,Tramea loewii,https://inaturalist-open-data.s3.amazonaws.com/photos/413707/medium.jpg,4,315
323641,Bronze Needle,Synlestes weyersii,https://inaturalist-open-data.s3.amazonaws.com/photos/13387205/medium.jpg,1,297
323641,Bronze Needle,Synlestes weyersii,https://inaturalist-open-data.s3.amazonaws.com/photos/13387205/medium.jpg,2,316
323643,Common Flatwing,Austroargiolestes icteromelas,https://inaturalist-open-data.s3.amazonaws.com/photos/12342752/medium.jpeg,1,1645
323643,Common Flatwing,Austroargiolestes icteromelas,https://inaturalist-open-data.s3.amazonaws.com/photos/12342752/medium.jpeg,2,942
323643,Common Flatwing,Austroargiolestes icteromelas,https://inaturalist-open-data.s3.amazonaws.com/photos/12342752/medium.jpeg,3,449
323643,Common Flatwing,Austroargiolestes icteromelas,https://inaturalist-open-data.s3.amazonaws.com/photos/12342752/medium.jpeg,4,256
323643,Common Flatwing,Austroargiolestes icteromelas,https://inaturalist-open-data.s3.amazonaws.com/photos/12342752/medium.jpeg,8,257
323643,Common Flatwing,Austroargiolestes icteromelas,https://inaturalist-open-data.s3.amazonaws.com/photos/12342752/medium.jpeg,9,680
323643,Common Flatwing,Austroargiolestes icteromelas,https://inaturalist-open-data.s3.amazonaws.com/photos/12342752/medium.jpeg,10,956
323643,Common Flatwing,Austroargiolestes icteromelas,https://inaturalist-open-data.s3.amazonaws.com/photos/12342752/medium.jpeg,11,1259
323643,Common Flatwing,Austroargiolestes icteromelas,https://inaturalist-open-data.s3.amazonaws.com/photos/12342752/medium.jpeg,12,1695
323646,Arrowhead Rockmaster,Diphlebia nymphoides,https://inaturalist-open-data.s3.amazonaws.com/photos/13007923/medium.jpeg,1,376
323648,Orange Threadtail,Nososticta solida,https://inaturalist-open-data.s3.amazonaws.com/photos/13467667/medium.jpg,1,592
